Title,Title_URL,Image,Time,Name,Description,Summary
Microsoft finally retires Internet Explorer,https://www.bbc.com/news/technology-61810403,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/954D/production/_125412283_gettyimages-1233080899.jpg,"Posted at 19:21 15 Jun
19:21 15 Jun",By Liv McMahon,Technology team,"Internet Explorer, once the most popular web browser, will no longer be accessible for most users."
UK-first wind and solar mobile mast switched on,https://www.bbc.com/news/uk-wales-61798401,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/10518/production/_125404866_mediaitem125404865.jpg,"Posted at 15:43 15 Jun
15:43 15 Jun",,,Mobile masts generating their own electricity could be placed in remote off-grid locations.
Mail order dealer jailed over dark web millions,https://www.bbc.com/news/uk-england-leeds-61809398,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/53FD/production/_125410512_untitled.jpg,"Posted at 15:34 15 Jun
15:34 15 Jun",,,"Simon Barclay, who posted drugs to dark web customers, had more than £5m when arrested, police say."
VR headsets help NHS staff escape stress,https://www.bbc.com/news/uk-wales-61806128,,"Posted at 11:05 15 Jun
11:05 15 Jun",,,
Planned 5G mast branded 'monstrosity' by residents,https://www.bbc.com/news/uk-england-hampshire-61799598,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/5E2E/production/_125401142_whatsubject.jpg,"Posted at 10:29 15 Jun
10:29 15 Jun",,,"Mobile provider Three says the 52ft-high mast in Southampton will be ""as unobtrusive as possible""."
IPL media rights more than double to $6bn,https://www.bbc.com/news/world-asia-india-61793888,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/10E27/production/_125395196_gettyimages-1229542701-594x594.jpg,"Posted at 8:58 15 Jun
8:58 15 Jun",,,"The streaming and TV rights for the Indian Premier League, the world's richest cricket competition, are sold for a record $6.02bn (£5.13bn)."
Nigeria issues new guidelines for social media firms,,,"Posted at 21:20 14 Jun
21:20 14 Jun",Keisha Gitari,"BBC News, Lagos",
Ex-PC jailed after racist posts mock George Floyd,https://www.bbc.com/news/uk-england-hereford-worcester-61801804,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/3540/production/_124723631_mediaitem124723629.jpg,"Posted at 20:34 14 Jun
20:34 14 Jun",,,"James Watts ""continued to post messages which were grossly offensive"", a deputy chief magistrate says."
What's happening to Bitcoin?,https://www.bbc.com/news/technology-61796155,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/6E28/production/_125400282_gettyimages-1305523759.jpg,"Posted at 19:04 14 Jun
19:04 14 Jun",By Zoe Kleinman,Technology editor,"The value of Bitcoin is at an 18-month low, as the cryptocurrency market continues to tumble."
Kate Bush heading to number one after chart change,https://www.bbc.com/news/entertainment-arts-61797012,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/F08B/production/_124997516_hi001325956-1.jpg,"Posted at 16:34 14 Jun
16:34 14 Jun",By Mark Savage,BBC Music Correspondent,Running Up That Hill was previously subject to a rule that penalises older songs on streaming sites.
Instagram launches new parental controls in UK,https://www.bbc.com/news/technology-61796149,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/BF53/production/_125397984_gettyimages-629533749.jpg,"Posted at 15:31 14 Jun
15:31 14 Jun",,,Facebook owner Meta is rolling out new parental controls for Instagram and its VR platforms.
Mexican politician lynched after WhatsApp rumours,https://www.bbc.com/news/world-latin-america-61794986,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/117F5/production/_125396617_picazo.jpg,"Posted at 13:58 14 Jun
13:58 14 Jun",,,Daniel Picazo was attacked by a mob after rumours spread on WhatsApp that he had kidnapped a child.
Man loses life savings in cryptocurrency scam,https://www.bbc.com/news/uk-northern-ireland-61789747,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1382E/production/_125381997_gettyimages-1322813129.jpg,"Posted at 10:58 14 Jun
10:58 14 Jun",By Tara Mills,BBC News NI,The victim invested a six-figure sum in what turned out to be a fraudulent company.
Musk to hold first meeting with Twitter workers,https://www.bbc.com/news/business-61793188,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14D01/production/_125394258_hi076604719.jpg,"Posted at 7:42 14 Jun
7:42 14 Jun",By Peter Hoskins,Business reporter,The Tesla boss has warned he may quit his takeover deal over the number of fake accounts on the platform.
Amazon to begin drone deliveries in US this year,https://www.bbc.com/news/business-61790085,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/7D9E/production/_125385123_amazondrone.jpg,"Posted at 5:05 14 Jun
5:05 14 Jun",,,The shopping giant hopes to deliver parcels to shoppers by air for the first time later in 2022.
Could flat tyres soon be a thing of the past?,https://www.bbc.com/news/business-61644033,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/754C/production/_124982003_gettyimages-1240749038.jpg,"Posted at 4:48 14 Jun
4:48 14 Jun",By Russell Hotten,"Business reporter, BBC News",Airless tyres that do not puncture are getting close to market but some remain sceptical about them.
Google engineer says AI system may have feelings,https://www.bbc.com/news/technology-61784011,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/B08D/production/_125379154_aigettyimages-1160995648.jpg,"Posted at 20:55 13 Jun
20:55 13 Jun",By Chris Vallance,Technology reporter,One of the firm's software engineers believes chats with an AI system suggest it has feelings.
Amber Heard speaks about online 'hate and vitriol',https://www.bbc.com/news/entertainment-arts-61782384,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13B1D/production/_124796608_976_gettyimages-1240725749.jpg,"Posted at 20:33 13 Jun
20:33 13 Jun",,,The actress gives her first interview since the verdict in her defamation trial against Johnny Depp.
Fans ask Lizzo to remove song over offensive lyric,https://www.bbc.com/news/entertainment-arts-61782726,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/11E3D/production/_125377237_hi054330871.jpg,"Posted at 16:56 13 Jun
16:56 13 Jun",By Mark Savage,BBC Music Correspondent,The US star has prompted anger after using an ableist slur in her new single Grrrls.
Xbox unveils new Starfield and Minecraft gameplay,https://www.bbc.com/news/entertainment-arts-61779202,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/10FAB/production/_125374596_starfield.jpg,"Posted at 13:36 13 Jun
13:36 13 Jun",By Steffan Powell,Gaming reporter,Microsoft shows off more than 30 forthcoming gaming experiences in its summer showcase.
Why you might have a digital twin within a decade,https://www.bbc.com/news/business-61742884,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/370E/production/_125349041_digitwinindexgettyimages-1020709742.jpg,"Posted at 4:36 13 Jun
4:36 13 Jun",By Jane Wakefield,Technology reporter,Within 10 years people may be able to have a intelligent online version of themselves.
Airport runway closes again over drone sightings,https://www.bbc.com/news/uk-england-leicestershire-61769489,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/16653/production/_113013719_ryanairflightlanding.png,"Posted at 21:03 11 Jun
21:03 11 Jun",,,Eight flights are diverted from East Midlands Airport as it closes its runway for more than an hour.
Brutal attack on women in restaurant sparks outrage,https://www.bbc.com/news/world-asia-china-61770925,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14C90/production/_125363158_mediaitem125363154.jpg,"Posted at 19:08 11 Jun
19:08 11 Jun",,,There is widespread anger in China after footage went viral of an attack on a group of women.
How medical gaming treats life-changing injuries,https://www.bbc.com/news/technology-61749528,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1044B/production/_125353666_mindpodforiplayer.jpg,"Posted at 5:45 11 Jun
5:45 11 Jun",By Franchesca Hashemi,BBC Click,"From strokes and Parkinson's to PTSD, severe conditions can be helped with game-based therapies."
'I am completely besotted with this pigeon',https://www.bbc.com/news/uk-england-nottinghamshire-61707476,,"Posted at 4:42 11 Jun
4:42 11 Jun",,,
Flights disrupted after drones seen near festival,https://www.bbc.com/news/uk-england-leicestershire-61763290,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/A7CB/production/_125355924_plane1318.jpg,"Posted at 22:10 10 Jun
22:10 10 Jun",,,Passenger flights due to land at East Midlands Airport are diverted to other airports.
Dog nose prints could help identify missing pets,https://www.bbc.com/news/technology-61759028,,"Posted at 21:38 10 Jun
21:38 10 Jun",,,
How medical gaming treats life-changing injuries,https://www.bbc.com/news/technology-61764911,,"Posted at 21:17 10 Jun
21:17 10 Jun",,,
Man jailed for 17-hour stand off with armed police,https://www.bbc.com/news/uk-england-somerset-61761841,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/0979/production/_125352420_yourparagraptet.jpg,"Posted at 20:05 10 Jun
20:05 10 Jun",,,"Stilwell, 40, was jailed for four years will spend another four years on an extended licence."
No irony flying to Canada for climate talk - mayor,https://www.bbc.com/news/uk-england-bristol-61756573,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/21DF/production/_122017680_a36b2591-8f9d-40ed-a990-9ed98642ea61.jpg,"Posted at 14:31 10 Jun
14:31 10 Jun",,,"Marvin Rees says he flew the 9,200-mile round trip because virtual attendance ""wasn't on the table""."
Is it the end for the lush lawns of Los Angeles?,https://www.bbc.com/news/business-61731503,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/5994/production/_125323922_gettyimages-1241037136.jpg,"Posted at 4:38 10 Jun
4:38 10 Jun",By Christine Ro,"Business Reporter, Los Angeles",Tougher rules on watering gardens mean residents will have to consider alternatives to green grass.
YouTube accused of failing to tackle Musk scams,https://www.bbc.com/news/technology-61749120,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/159D6/production/_125343588_musklivestream.jpg,"Posted at 4:30 10 Jun
4:30 10 Jun",By Joe Tidy,Cyber reporter ,YouTube is being criticised for failing to tackle a network of scammers streaming fake Elon Musk videos.
Ex-councillor censured for Black Lives Matter post,https://www.bbc.com/news/uk-wales-61752548,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13FFA/production/_125341918_pauldowson.jpg,"Posted at 23:54 9 Jun
23:54 9 Jun",,,"Paul Dowson's comments were ""likely to be considered racist"", a council committee finds."
UK government acquires first quantum computer,https://www.bbc.com/news/technology-61647134,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/815F/production/_124991133_gettyimages-1346925522.jpg,"Posted at 8:26 9 Jun
8:26 9 Jun",By Liv McMahon,Technology team,The Ministry of Defence is embarking on a year-long project into the possibilities of quantum computing.
"At least 1,400 rural phone boxes saved from closing",https://www.bbc.com/news/technology-61731594,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/221C/production/_125323780_gettyimages-1226601832.jpg,"Posted at 17:28 8 Jun
17:28 8 Jun",,,New Ofcom rules will protect boxes in areas of poor mobile coverage or where they are needed for safety.
UK won’t copy EU's plan for common charger,https://www.bbc.com/news/technology-61720276,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1630/production/_125308650_gettyimages-1235497537.jpg,"Posted at 15:57 8 Jun
15:57 8 Jun",By Tom Gerken,Technology Team,"The EU has provisionally agreed new mobile devices must, by autumn 2024, use the same type of charger."
Tove Styrke is sick of the streaming song formula,https://www.bbc.com/news/entertainment-arts-61717373,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/CA81/production/_125314815_tove_ninjahann2.jpg,"Posted at 5:17 8 Jun
5:17 8 Jun",By Mark Savage,BBC Music Correspondent,"The Swedish star explains why she's rejected the slick, corporate Spotify sound to follow her gut."
Apple plans buy now pay later scheme,https://www.bbc.com/news/technology-61718101,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/123B8/production/_125308647_79d9a685-f84b-4fd8-beae-3f12338b6c1f.jpg,"Posted at 18:14 7 Jun
18:14 7 Jun",By Tom Gerken,Technology Team,The tech giant is introducing the controversial service as part of its iOS 16 update.
New robot aiding surgery at hospital,https://www.bbc.com/news/uk-england-birmingham-61710885,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/E127/production/_125293675_pete-cooke-nuha-yassin-david-mak.jpg,"Posted at 10:45 7 Jun
10:45 7 Jun",,,Surgeons use robots to help tackle backlogs due to the Covid-19 pandemic.
Dolly Alderton: Dating apps make insecurities worse,https://www.bbc.com/news/newsbeat-61704132,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/218C/production/_125288580_image001.jpg,"Posted at 6:13 7 Jun
6:13 7 Jun",By Megan Lawton,Newsbeat reporter,"Ahead of her new TV show, the writer speaks to Newsbeat about being a modern-day agony aunt."
India's loan scam apps leave victims terrified,https://www.bbc.com/news/business-61564038,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8E75/production/_124996463_gettyimages-1233163302.jpg,"Posted at 4:36 7 Jun
4:36 7 Jun",By Priti Gupta & Ben Morris,Mumbai,Bogus apps are being used by hackers to access mobile phone data to threaten and blackmail victims.
Revolut's banking app fixed after outages,https://www.bbc.com/news/business-61711648,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8F2C/production/_119425663_gettyimages-1229198273.jpg,"Posted at 3:25 7 Jun
3:25 7 Jun",,,"The fintech firm said the app was ""back working fully"" after technical problems caused it to crash for some customers."
Musk threatens to walk away from Twitter deal,https://www.bbc.com/news/business-61709782,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/147D9/production/_125292938_hi076491051.jpg,"Posted at 2:37 7 Jun
2:37 7 Jun",,,"The billionaire accuses the company of ""thwarting"" his requests to learn more about spam accounts."
AI-driven robot boat Mayflower crosses Atlantic,https://www.bbc.com/news/uk-england-devon-61710706,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/E9CF/production/_118955895_p09hbty1.jpg,"Posted at 21:00 6 Jun
21:00 6 Jun",,,The crewless ship is in Canada after setting off from Plymouth in the UK in April.
A million child abuse images marked to help police,https://www.bbc.com/news/technology-61647195,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/16F44/production/_125002049_iwfgettyimages-1242740261.jpg,"Posted at 5:46 6 Jun
5:46 6 Jun",,,"A new system for classifying images will help stop them being shared online, a UK charity says."
A million child abuse images marked to help police,https://www.bbc.com/news/technology-61647195,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/16F44/production/_125002049_iwfgettyimages-1242740261.jpg,"Posted at 5:46 6 Jun
5:46 6 Jun",,,"A new system for classifying images will help stop them being shared online, a UK charity says."
The people making money from just surfing the internet,https://www.bbc.com/news/business-61603624,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/0C38/production/_124982130_case1.jpg,"Posted at 4:34 6 Jun
4:34 6 Jun",By Kathryn Kyte,Business reporter,A Canadian tech firm is allowing people to take a cut of online advertising revenue.
Why one of world’s poorest countries adopted Bitcoin,https://www.bbc.com/news/world-africa-61565485,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/394F/production/_125017641_gettyimages-1320532557.jpg,"Posted at 4:33 6 Jun
4:33 6 Jun",,,"Some 90% of people in the Central African Republic lack access to the internet, needed to use Bitcoin."
The glowing success of India's beauty start-ups,https://www.bbc.com/news/world-asia-india-61594179,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/129F4/production/_125267267_gettyimages-1022496712-1.jpg,"Posted at 4:37 5 Jun
4:37 5 Jun",By Meryl Sebastian,"BBC News, Delhi",Homegrown start-ups like Nykaa have disrupted the Indian skincare market with their wide range.
"Arm drones to stop shootings, says Taser-gun maker",https://www.bbc.com/news/world-us-canada-61685117,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/516E/production/_125264802_gettyimages-1164948747.jpg,"Posted at 0:33 4 Jun
0:33 4 Jun",By Bernd  Debusmann Jr,"BBC News, Washington",The plan unveiled by the firm's CEO following a school shooting raised alarm at Taser's ethics board.
Wind turbine transformed into illuminated beacon,https://www.bbc.com/news/uk-england-norfolk-61676307,,"Posted at 4:05 3 Jun
4:05 3 Jun",,,
Elon Musk declares end to remote working at Tesla,https://www.bbc.com/news/business-61666339,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14F46/production/_125003858_hi075281684.jpg,"Posted at 11:35 2 Jun
11:35 2 Jun",,,"Staff unwilling to abide by new rules can ""pretend to work somewhere else"", says boss."
Mussenden Temple set to host virtual reality gig,https://www.bbc.com/news/uk-northern-ireland-61658379,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/883F/production/_124997843_stureid.png,"Posted at 11:33 2 Jun
11:33 2 Jun",By Robbie Meredith,BBC News NI Education Correspondent,Music fans will be able to virtually watch a music performance at the historic site this weekend.
Queen’s Jubilee honour for church service streamer,https://www.bbc.com/news/uk-england-hereford-worcester-61650704,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/53C8/production/_124984412_1mark1.png,"Posted at 3:01 2 Jun
3:01 2 Jun",,,Mark Sanderson helped local church congregations stay connected during the pandemic.
Sheryl Sandberg to leave Facebook after 14 years,https://www.bbc.com/news/business-61666340,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1778C/production/_125004169_whatsubject.jpg,"Posted at 3:00 2 Jun
3:00 2 Jun",By Natalie Sherman,"BBC Business reporter, New York","Her departure comes as the social media company faces challenges, including a slowdown in ad sales."
Amber Heard and Johnny Depp's 'Trial by TikTok',https://www.bbc.com/news/world-us-canada-61649522,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14B41/production/_125010848_gettyimages-492267182.jpg,"Posted at 1:29 2 Jun
1:29 2 Jun",By David Sillito,Media and Arts Correspondent,"A jury has returned a verdict, but a parallel case in the court of public opinion continues."
Could self-driving bikes change how we use cities?,https://www.bbc.com/news/technology-61524498,,"Posted at 22:37 1 Jun
22:37 1 Jun",,,
Proposal to tackle online abuse of politicians,https://www.bbc.com/news/uk-northern-ireland-61650201,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/15B9C/production/_124988988_naomilong_pacemaker.jpg,"Posted at 18:33 1 Jun
18:33 1 Jun",By Jayne McCormack,BBC News NI political correspondent,Naomi Long has written to the parties suggesting they set up an forum to tackle the issue.
Supreme Court blocks Texas 'de-platforming' law,https://www.bbc.com/news/world-us-canada-61654959,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/5BE9/production/_124992532_gettyimages-1349465744.jpg,"Posted at 5:30 1 Jun
5:30 1 Jun",By Leo Sands,BBC News,"The Republican-led state had banned social media companies from censoring users based on their ""views""."
Tech firms must do more to protect women - Ofcom,https://www.bbc.com/news/technology-61648191,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/747B/production/_124991892_gettyimages-679533226.jpg,"Posted at 4:33 1 Jun
4:33 1 Jun",By Zoe Kleinman,Technology editor,A study of the UK's online media habits finds women are more likely to be affected by online abuse.
How one young tech founder beat the odds,https://www.bbc.com/news/business-61355925,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/E697/production/_124913095_tim.jpg,"Posted at 4:32 1 Jun
4:32 1 Jun",By Dougal Shaw,"Business reporter, BBC News","Timothy Armoo of Fanbytes explains how he, Ambrose Cooke and Mitchell Fasanya built their firm."
French officials told to abandon gaming Anglicisms,https://www.bbc.com/news/technology-61647192,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/D3FC/production/_124986245_gettyimages-1310145791.jpg,"Posted at 22:25 31 May
22:25 31 May",,,"Use “jeu video de competition” instead of ""e-sports"", language watchdog the Académie Française says."
"Report blasts ""manipulative"" video game loot boxes",https://www.bbc.com/news/technology-61594815,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/D114/production/_124942535_51ed581c-2b8e-4e5d-9e12-0b62a3755b32.jpg,"Posted at 12:51 31 May
12:51 31 May",By Tom Gerken,Technology Team,Consumer groups from 18 countries in Europe are calling for governments to clamp down on loot boxes.
Brenda Edwards: ‘Jamal has left such a legacy’,https://www.bbc.com/news/newsbeat-61632872,,"Posted at 5:45 31 May
5:45 31 May",,,
How artificial intelligence 'blew up' tennis,https://www.bbc.com/news/business-61609689,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/84A5/production/_124975933_nad.gettyimages-1400029258.jpg,"Posted at 4:35 31 May
4:35 31 May",By Chiyo Robertson,"Business reporter, BBC News",Coaches now have powerful tools which can find patterns in play that humans would struggle to see.
Inquiries ‘ongoing’ after assault on Yasmin Evans,https://www.bbc.com/news/newsbeat-61512329,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/161B3/production/_124974509_yassmall.jpg,"Posted at 19:28 30 May
19:28 30 May",,,The former Radio 1Xtra presenter wrote on Instagram to say she was attacked by a group of men.
In pictures: BBC Radio 1's Big Weekend,https://www.bbc.com/news/newsbeat-61592569,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/F043/production/_124970516_harry2_976.jpg,"Posted at 15:14 30 May
15:14 30 May",,,Big name stars have been taking to the stage for the three-day event in Coventry.
Cinemas now accepting digital ID cards,https://www.bbc.com/news/technology-61606477,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/80B0/production/_124944923_cinemas_over_18_card.png,"Posted at 5:21 30 May
5:21 30 May",By Shiona McCallum,Technology reporter,Young cinemagoers can now prove their age using the Yoti app instead of taking ID documents with them.
NI technology sector 'thriving' despite pandemic,https://www.bbc.com/news/uk-northern-ireland-61564973,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1BFA/production/_124926170_techgetty.jpg,"Posted at 10:58 29 May
10:58 29 May",By Ross McKee,BBC News NI,"Technology leaders see huge opportunity, with young entrepreneurs helping to drive growth."
Why scientists are also watching animal YouTube videos,https://www.bbc.com/news/science-environment-61609679,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/7E80/production/_124948323_mediaitem124948321.jpg,"Posted at 5:28 29 May
5:28 29 May",By Victoria Gill,"Science correspondent, BBC News",Those viral moments of unusual animal behaviour provide valuable insight for researchers as well.
"Mayor flies 9,200 miles for TED talk on climate",https://www.bbc.com/news/uk-england-bristol-61596817,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/FE24/production/_124606056_capture4.png,"Posted at 6:28 28 May
6:28 28 May",,,Climate campaigners question Marvin Rees' decision to fly to Vancouver to attend a conference.
Twitter fined $150m in US for selling users' data,https://www.bbc.com/news/technology-61606476,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/A6DA/production/_124941724_gettyimages-1240294770.jpg,"Posted at 19:51 27 May
19:51 27 May",By Shiona McCallum,Technology reporter,Federal investigators say the social media company broke rules on giving personal data to advertisers.
Twitter investor sues Elon Musk over takeover bid,https://www.bbc.com/news/business-61589229,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/17361/production/_124937059_gettyimages-1240408699.jpg,"Posted at 13:17 27 May
13:17 27 May",By Annabelle  Liang,Business reporter,"The lawsuit alleges the multi-billionaire's ""wrongful conduct"" has caused Twitter shares to plunge."
Could an island's secrets help fight climate change?,https://www.bbc.com/news/uk-wales-61507679,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13CF5/production/_124814118_photo-2022-05-11-17-13-11.jpg,"Posted at 10:38 27 May
10:38 27 May",By Tomos Lewis,BBC News,Wardens hope tracking the flora and fauna will help understanding of climate change and nature.
AI robot paints Queen's portrait for her jubilee,https://www.bbc.com/news/uk-england-oxfordshire-61600523,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/B895/production/_124935274_mediaitem124935040.jpg,"Posted at 10:24 27 May
10:24 27 May",,,"Ai-Da, named after the scientist Ada Lovelace, is also able to converse using its own language."
Ennis-Hill: Why I now train around my period,https://www.bbc.com/news/technology-61591417,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/D8E3/production/_124932555_2jpg.jpg,"Posted at 6:38 27 May
6:38 27 May",By Shiona McCallum,Technology reporter,Dame Jessica Ennis-Hill launches an app giving women exercises according to their menstrual cycle.
Instagram moderators say Iran offered them bribes,https://www.bbc.com/news/world-middle-east-61516126,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/0996/production/_124945420_gettyimages-1233200690.jpg,"Posted at 5:17 27 May
5:17 27 May",By Parham Ghobadi,BBC Persian,"Intelligence agents wanted accounts of journalists and activists to be removed, whistleblowers say."
Soaring fertiliser prices force farmers to rethink,https://www.bbc.com/news/business-61385111,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/0CB5/production/_124835230_gettyimages-1224184200.jpg,"Posted at 4:36 27 May
4:36 27 May",By Christine Ro,Business of Technology reporter,Research into replacements for nitrogen-based fertilisers has been spurred by high prices and climate concerns.
Facebook owner Meta updates its privacy policy,https://www.bbc.com/news/technology-61574207,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/79ED/production/_124931213_metagettyimages-1239883597.jpg,"Posted at 21:34 26 May
21:34 26 May",,,"But the company says the changes don’t allow Meta to collect, use or share your data in new ways"
How graphene and algae could build space habitats,https://www.bbc.com/news/technology-61508992,,"Posted at 21:29 26 May
21:29 26 May",,,
Device aims to detect risky routes for cyclists,https://www.bbc.com/news/technology-61497610,,"Posted at 21:26 26 May
21:26 26 May",,,
Google probed by competition watchdog,https://www.bbc.com/news/technology-61594809,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/11623/production/_124930217_gettyimages-1235837599.jpg,"Posted at 19:39 26 May
19:39 26 May",,,The Competition and Markets Authority launches an investigation into Google's advertising practices.
Zoom blunder sees councillor swear in meeting,https://www.bbc.com/news/uk-wales-61587084,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1590F/production/_110653388_image2.jpg,"Posted at 13:13 26 May
13:13 26 May",,,"Dorian Phillips says he thought his microphone was muted when he used ""colourful language""."
Welsh plant critical to microchip shortage - boss,https://www.bbc.com/news/uk-wales-61587091,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8909/production/_124918053_de27.jpg,"Posted at 10:43 26 May
10:43 26 May",By Huw Thomas,BBC Wales business correspondent,IQE is in talks with the Welsh and UK governments over expanding its Newport factory.
Personal data wrongly shared with foreign police,https://www.bbc.com/news/uk-northern-ireland-61577449,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/BAA4/production/_124908774_gettyimages-1164005283.jpg,"Posted at 1:16 26 May
1:16 26 May",,,The PSNI wrongly shared the personal data of 152 people and has referred itself to the Ombudsman.
Dyson working on home robots,https://www.bbc.com/news/technology-61574202,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/105AE/production/_124909966_robotics_dyson_hand.jpg,"Posted at 22:21 25 May
22:21 25 May",,,The company is setting up a major robotics research centre in the UK.
Cable thieves hit village for second time in month,https://www.bbc.com/news/uk-england-lincolnshire-61581791,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13F93/production/_124911818_49eab702-0cab-46da-827a-e2629276258b.jpg,"Posted at 21:37 25 May
21:37 25 May",,,"Around 200 homes in Harby, near Lincoln, are cut off from the internet after the theft on Monday."
Female avatar 'sexually assaulted' in Meta VR area,https://www.bbc.com/news/technology-61573661,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/176F6/production/_124909959_vrgoogleswomangettyimages-932628154.jpg,"Posted at 20:02 25 May
20:02 25 May",,,Campaigners join calls by some Meta shareholders for an assessment of on potential harms users face.
Cosmetic surgery adverts targeting under-18s banned,https://www.bbc.com/news/newsbeat-61578346,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/129B0/production/_121780267_gettyimages-1294445315.jpg,"Posted at 17:44 25 May
17:44 25 May",By Sam Gruet,Newsbeat reporter,Firms can no longer advertise procedures like breast enhancements on media that appeals to under-18s.
Ransomware attack on India airline delays flights,https://www.bbc.com/news/world-asia-india-61575773,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/6F2C/production/_124906482_gettyimages-151758079.jpg,"Posted at 12:53 25 May
12:53 25 May",,,"SpiceJet says flights are now operating normally, but several passengers say they are still stranded."
